STT,SBD,MA_TINH,TOAN,VAN,LI,HOA,SINH,SU,DIA,KTPL,T_ANH,A00,A01,B00,C00,D01
573859,28003543,28,3.7,8.75,,,,8.5,8.75,,,,,,26.0,
573860,28003544,28,4.0,6.0,4.85,,,5.5,,,,,,,,
573861,28003545,28,1.35,7.0,,,3.25,3.0,,,,,,,,
573862,28003546,28,5.6,8.0,,,,,,6.25,4.5,,,,,18.1
573863,28003547,28,3.75,7.0,,,,,,7.75,3.75,,,,,14.5
573864,28003548,28,3.6,7.25,4.6,,,8.25,,,,,,,,
573865,28003549,28,8.5,8.25,8.5,8.75,,,,,,25.75,,,,
573866,28003550,28,5.25,8.5,,,,7.6,7.75,,,,,,23.85,
573867,28003551,28,2.1,7.5,3.75,,,4.35,,,,,,,,
573868,28003552,28,3.5,8.5,,,,9.75,9.5,,,,,,27.75,
573869,28003553,28,3.35,8.0,,,4.5,5.5,,,,,,,,
573870,28003554,28,7.5,6.5,7.0,,,,,,5.25,,19.75,,,19.25
573871,28003555,28,3.6,4.5,1.7,,,4.1,,,,,,,,
573872,28003556,28,3.25,8.0,,,,,6.25,7.1,,,,,,
573873,28003557,28,3.1,7.0,2.5,,,6.0,,,,,,,,
573874,28003558,28,4.0,9.0,,,,7.5,,,5.75,,,,,18.75
573875,28003559,28,6.5,6.0,3.85,,,,,,4.75,,15.1,,,17.25
573876,28003560,28,2.95,6.75,,,,,3.35,5.5,,,,,,
573877,28003561,28,3.0,6.75,,,,,2.95,5.75,,,,,,
573878,28003562,28,2.4,7.0,4.1,,,5.0,,,,,,,,
573879,28003563,28,6.0,7.25,7.5,,,,,,4.0,,17.5,,,17.25
573880,28003564,28,2.85,8.0,,,4.35,5.75,,,,,,,,
573881,28003565,28,3.5,4.5,,,,,6.75,9.25,,,,,,
573882,28003566,28,2.25,6.0,,,3.85,3.2,,,,,,,,
573883,28003567,28,6.5,7.75,,,,,,8.25,4.75,,,,,19.0
573884,28003568,28,1.85,5.5,,,,9.25,5.5,,,,,,20.25,
573885,28003569,28,3.75,8.25,,,,7.25,8.1,,,,,,23.6,
573886,28003570,28,4.25,7.0,,,,,6.25,6.25,,,,,,
573887,28003571,28,5.6,7.25,,,4.25,8.25,,,,,,,,
573888,28003572,28,5.5,7.25,,,,7.0,,,5.75,,,,,18.5
573889,28003573,28,3.35,4.75,3.35,,,4.25,,,,,,,,
573890,28003574,28,3.6,7.75,5.75,,,6.1,,,,,,,,
573891,28003575,28,4.25,7.75,,,5.35,6.75,,,,,,,,
573892,28003576,28,2.5,6.0,,,2.5,4.0,,,,,,,,
573893,28003577,28,1.7,7.0,3.85,,,4.25,,,,,,,,
573894,28003578,28,2.85,7.25,5.0,,,,,,3.0,,10.85,,,13.1
573895,28003579,28,3.0,8.25,,,,6.35,,,7.0,,,,,18.25
573896,28003580,28,2.0,7.75,4.0,,,5.5,,,,,,,,
573897,28003581,28,2.25,6.75,3.25,,,4.35,,,,,,,,
573898,28003582,28,4.25,7.25,,,,,,8.75,6.75,,,,,18.25
573899,28003583,28,2.5,7.5,4.25,,,4.5,,,,,,,,
573900,28003584,28,5.5,8.0,,,,,6.25,,5.0,,,,,18.5
573901,28003585,28,4.75,8.0,,,,,,7.75,3.25,,,,,16.0
573902,28003586,28,5.75,8.25,,,,8.25,,,4.75,,,,,18.75
573903,28003587,28,2.85,7.0,,,1.95,6.5,,,,,,,,
573904,28003588,28,4.35,8.25,,,,,4.45,,2.5,,,,,15.1
573905,28003589,28,3.5,8.0,,,,,5.85,,3.75,,,,,15.25
573906,28003590,28,2.35,8.5,5.0,,,3.7,,,,,,,,
573907,28003591,28,4.1,8.25,,,,6.75,9.0,,,,,,24.0,
573908,28003592,28,7.0,7.75,8.35,8.25,,,,,,23.6,,,,
573909,28003593,28,1.85,8.5,,,,8.25,8.5,,,,,,25.25,
573910,28003594,28,2.25,7.25,,,5.35,6.0,,,,,,,,
573911,28003595,28,4.5,8.75,,,,5.0,,7.0,,,,,,
573912,28003596,28,4.5,9.0,,,,8.5,5.85,,,,,,23.35,
573913,28003597,28,2.25,8.5,,,,,7.25,6.5,,,,,,
573914,28003598,28,6.0,8.5,,,,,,8.5,3.5,,,,,18.0
573915,28003599,28,2.1,8.5,,,,,5.25,7.0,,,,,,
573916,28003600,28,1.45,8.5,,,,,3.1,8.25,,,,,,
573917,28003601,28,6.25,8.25,,,,6.75,,,5.75,,,,,20.25
573918,28003602,28,5.0,8.0,,,,5.0,,,5.0,,,,,18.0
573919,28003603,28,4.1,6.0,,,,,6.0,7.75,,,,,,
573920,28003604,28,4.5,8.0,3.6,3.1,,,,,,11.2,,,,
573921,28003605,28,2.85,8.5,,,,8.25,,,4.0,,,,,15.35
573922,28003606,28,3.25,8.25,,,5.25,6.25,,,,,,,,
573923,28003607,28,4.75,8.75,,,,,,7.5,6.5,,,,,20.0
573924,28003608,28,5.5,8.75,,,,,9.5,9.5,,,,,,
573925,28003609,28,2.1,8.25,,,3.2,5.5,,,,,,,,
573926,28003610,28,2.5,8.0,,,2.85,5.0,,,,,,,,
573927,28003611,28,1.8,7.25,,,4.75,6.0,,,,,,,,
573928,28003612,28,6.5,9.0,,,,6.75,,,5.5,,,,,21.0
573929,28003613,28,4.6,8.25,,,,,8.5,8.25,,,,,,
573930,28003614,28,5.75,9.0,,,,,,9.25,6.25,,,,,21.0
573931,28003615,28,2.25,7.5,4.85,,,5.5,,,,,,,,
573932,28003616,28,5.25,8.5,,,5.25,,,,6.25,,,,,20.0
573933,28003617,28,7.5,7.0,7.5,7.0,,,,,,22.0,,,,
573934,28003618,28,4.0,9.0,4.35,,,,,,4.5,,12.85,,,17.5
573935,28003619,28,3.5,7.5,,,,,8.0,8.25,,,,,,
573936,28003620,28,4.5,6.75,,,,6.0,,,4.0,,,,,15.25
573937,28003621,28,3.75,6.75,,,3.6,6.5,,,,,,,,
573938,28003622,28,4.5,6.5,,,,5.75,,8.0,,,,,,
573939,28003623,28,3.1,7.75,,,,,5.0,7.0,,,,,,
573940,28003624,28,4.1,7.25,5.25,,,8.75,,,,,,,,
573941,28003625,28,4.6,8.5,,,,5.6,6.35,,,,,,20.45,
573942,28003626,28,4.6,7.0,5.5,,,7.75,,,,,,,,
573943,28003627,28,5.75,7.0,4.6,,,,,,4.25,,14.6,,,17.0
573944,28003628,28,2.45,8.0,2.1,,,5.0,,,,,,,,
573945,28003629,28,5.6,8.5,,,,,6.95,,5.25,,,,,19.35
573946,28003630,28,5.6,7.75,7.0,,,,,,3.75,,16.35,,,17.1
573947,28003631,28,2.35,7.0,,,5.25,6.35,,,,,,,,
573948,28003632,28,3.75,8.75,,,,7.5,,,4.25,,,,,16.75
573949,28003633,28,2.75,8.75,,,,7.25,7.75,,,,,,23.75,
573950,28003634,28,3.75,8.5,5.25,,,7.75,,,,,,,,
573951,28003635,28,5.0,7.5,,,,6.25,,,4.25,,,,,16.75
573952,28003636,28,3.75,8.0,,,,8.0,8.5,,,,,,24.5,
573953,28003637,28,3.35,7.75,4.75,,,5.1,,,,,,,,
573954,28003638,28,4.0,6.0,,,4.75,5.25,,,,,,,,
573955,28003639,28,4.75,7.5,3.2,,,,,,,,,,,
573956,28003640,28,2.1,6.0,,,4.0,5.5,,,,,,,,
573957,28003641,28,2.45,5.5,,,3.6,4.75,,,,,,,,
573958,28003643,28,3.0,7.25,,,3.7,8.0,,,,,,,,
573959,28003644,28,7.1,8.0,6.75,6.1,,,,,,19.95,,,,
573960,28003645,28,3.25,7.0,,,,5.6,,,8.0,,,,,18.25
573961,28003646,28,2.5,6.5,,,,,7.25,,5.75,,,,,14.75
573962,28003647,28,4.25,7.5,,,,5.75,,,4.5,,,,,16.25
573963,28003648,28,4.0,6.75,,,,7.35,,,6.25,,,,,17.0
573964,28003649,28,2.75,7.5,,,3.35,4.1,,,,,,,,
573965,28003650,28,3.35,7.0,4.25,,,5.85,,,,,,,,
573966,28003651,28,4.1,8.5,,,,5.6,,,4.0,,,,,16.6
573967,28003652,28,4.0,7.25,,,,8.25,,,5.75,,,,,17.0
573968,28003653,28,3.0,6.5,3.6,,,3.85,,,,,,,,
573969,28003654,28,2.5,7.5,2.75,,,3.3,,,,,,,,
573970,28003655,28,5.85,7.25,,,,5.75,,,4.25,,,,,17.35
573971,28003656,28,3.75,6.75,3.6,,,5.75,,,,,,,,
573972,28003657,28,1.7,6.0,3.25,,,5.25,,,,,,,,
573973,28003658,28,3.0,8.0,,,,9.0,9.25,,,,,,26.25,
573974,28003659,28,2.0,4.75,4.0,,,4.1,,,,,,,,
573975,28003660,28,1.3,7.5,,,,7.5,5.25,,,,,,20.25,
573976,28003661,28,3.2,7.5,,,4.6,6.25,,,,,,,,
573977,28003662,28,5.25,8.5,,,,5.5,,,4.0,,,,,17.75
573978,28003663,28,2.6,7.75,,,,4.5,4.0,,,,,,16.25,
573979,28003664,28,3.6,8.0,,,,6.5,6.5,,,,,,21.0,
573980,28003665,28,2.25,6.5,,,4.0,5.75,,,,,,,,
573981,28003666,28,6.75,6.5,,,,4.75,,,4.0,,,,,17.25
573982,28003667,28,5.25,6.75,,,4.6,,,,4.75,,,,,16.75
573983,28003668,28,2.35,8.0,,,,5.5,,8.0,,,,,,
573984,28003669,28,4.1,8.5,,,,,9.0,7.5,,,,,,
573985,28003670,28,4.35,8.5,,,,,6.25,,5.25,,,,,18.1
573986,28003671,28,3.25,6.25,3.6,,,4.2,,,,,,,,
573987,28003672,28,3.75,8.25,,,,7.75,9.25,,,,,,25.25,
573988,28003673,28,5.25,7.75,,,,5.25,,,2.75,,,,,15.75
573989,28003674,28,4.85,8.5,,,,8.5,9.5,,,,,,26.5,
573990,28003675,28,2.85,9.0,,,,9.75,9.25,,,,,,28.0,
573991,28003676,28,3.75,7.0,,,,8.25,9.25,,,,,,24.5,
573992,28003677,28,4.75,8.25,,,,,7.0,,5.25,,,,,18.25
573993,28003678,28,3.1,7.0,3.75,,,4.5,,,,,,,,
573994,28003679,28,7.5,7.25,8.75,6.5,,,,,,22.75,,,,
573995,28003680,28,2.2,8.0,,,3.25,7.25,,,,,,,,
573996,28003681,28,1.45,5.5,,,3.85,4.35,,,,,,,,
573997,28003682,28,2.75,6.0,3.75,,,4.6,,,,,,,,
573998,28003683,28,2.85,8.0,,,,6.5,,6.75,,,,,,
573999,28003684,28,6.25,7.0,7.0,5.25,,,,,,18.5,,,,
574000,28003685,28,1.35,5.25,4.75,,,3.2,,,,,,,,
574001,28003686,28,2.6,7.5,4.85,,,5.0,,,,,,,,
574002,28003687,28,3.1,7.75,,,4.25,6.75,,,,,,,,
574003,28003688,28,3.1,8.25,,,,5.25,7.25,,,,,,20.75,
574004,28003689,28,5.6,8.25,,,,,6.5,,6.0,,,,,19.85
574005,28003690,28,3.5,7.0,3.1,,,5.0,,,,,,,,
574006,28003691,28,5.0,5.75,6.35,,,6.75,,,,,,,,
574007,28003692,28,2.6,6.25,,,3.0,3.25,,,,,,,,
574008,28003693,28,2.0,7.0,4.5,,,5.75,,,,,,,,
574009,28003694,28,2.7,8.0,,,4.0,5.25,,,,,,,,
574010,28003695,28,2.6,7.25,,,,6.35,,,5.25,,,,,15.1
574011,28003696,28,5.6,8.75,,,,7.25,,,4.0,,,,,18.35
574012,28003697,28,3.1,6.75,,,6.75,6.5,,,,,,,,
574013,28003698,28,5.75,8.0,,,,,,8.0,6.5,,,,,20.25
574014,28003699,28,6.5,5.25,,5.25,6.25,,,,,,,18.0,,
574015,28003700,28,5.75,9.0,,,,9.0,9.0,,,,,,27.0,
574016,28003701,28,0.85,7.0,,,3.3,6.0,,,,,,,,
574017,28003702,28,1.75,5.5,,,,,5.0,4.0,,,,,,
574018,28003703,28,3.5,6.25,2.85,,,2.9,,,,,,,,
574019,28003704,28,4.95,8.5,,,,,,9.25,6.5,,,,,19.95
574020,28003705,28,3.1,8.75,,,,,3.45,6.75,,,,,,
574021,28003706,28,6.75,7.75,7.25,,,,,,5.75,,19.75,,,20.25
574022,28003707,28,4.0,8.5,,,,,7.0,,4.75,,,,,17.25
574023,28003708,28,3.85,8.75,,,,,,7.25,5.75,,,,,18.35
574024,28003709,28,4.5,8.0,,,,,,9.25,4.5,,,,,17.0
574025,28003710,28,3.0,8.25,,,,4.25,3.6,,,,,,16.1,
574026,28003711,28,4.6,8.5,,,,7.5,,9.25,,,,,,
574027,28003712,28,4.85,7.5,,,,,6.75,7.85,,,,,,
574028,28003713,28,2.75,7.5,,,,4.35,,6.75,,,,,,
574029,28003714,28,5.5,8.75,,,,,,8.75,7.0,,,,,21.25
574030,28003715,28,5.25,8.75,,,,8.0,10.0,,,,,,26.75,
574031,28003716,28,1.95,7.0,,,,,4.5,7.25,,,,,,
574032,28003717,28,3.85,8.75,,,,,9.0,9.0,,,,,,
574033,28003718,28,3.5,8.5,,,,,5.0,8.0,,,,,,
574034,28003719,28,4.75,8.5,,,,6.0,,8.0,,,,,,
574035,28003720,28,3.5,5.0,,,,6.75,5.1,,,,,,16.85,
574036,28003721,28,4.25,7.75,,,,,6.25,9.25,,,,,,
574037,28003722,28,2.95,9.0,,,,4.5,7.25,,,,,,20.75,
574038,28003723,28,2.75,8.0,,,,,5.6,7.5,,,,,,
574039,28003724,28,5.6,9.0,,,,,8.75,,5.5,,,,,20.1
574040,28003725,28,3.0,6.25,,,2.1,5.5,,,,,,,,
574041,28003726,28,6.75,6.25,,,,,7.25,,6.25,,,,,19.25
574042,28003727,28,2.55,5.25,4.1,,,6.25,,,,,,,,
574043,28003728,28,5.25,5.75,,,,4.5,,,6.25,,,,,17.25
574044,28003729,28,3.0,6.0,,,4.1,5.35,,,,,,,,
574045,28003730,28,4.5,6.75,,,4.35,4.1,,,,,,,,
574046,28003731,28,4.0,7.0,,,,9.75,,,4.5,,,,,15.5
574047,28003732,28,2.85,7.25,,,,,4.5,7.5,,,,,,
574048,28003733,28,4.2,7.25,,,2.95,6.0,,,,,,,,
574049,28003734,28,4.25,7.5,,,,7.75,,,7.0,,,,,18.75
574050,28003735,28,2.1,4.5,2.25,,,3.1,,,,,,,,
574051,28003736,28,6.25,6.75,7.5,,,,,,6.5,,20.25,,,19.5
574052,28003737,28,2.5,7.0,,,4.85,6.6,,,,,,,,
574053,28003738,28,8.0,7.75,,,7.0,,,,5.0,,,,,20.75
574054,28003739,28,4.25,8.75,,,,,6.0,8.35,,,,,,
574055,28003740,28,1.75,5.25,3.75,,,3.85,,,,,,,,
574056,28003741,28,5.0,8.25,,,,,8.5,8.5,,,,,,
574057,28003742,28,4.85,8.0,,,,,,7.75,3.0,,,,,15.85
574058,28003743,28,5.25,7.5,,,,6.75,,,4.25,,,,,17.0
574059,28003744,28,1.75,7.0,,,,4.85,4.25,,,,,,16.1,
574060,28003745,28,2.25,8.25,,,4.1,7.5,,,,,,,,
574061,28003746,28,8.5,8.0,9.0,,,,,,5.5,,23.0,,,22.0
574062,28003747,28,7.75,7.25,7.75,6.75,,,,,,22.25,,,,
574063,28003748,28,4.0,7.25,4.6,,,7.5,,,,,,,,
574064,28003749,28,2.7,6.0,,,5.35,4.85,,,,,,,,
574065,28003750,28,3.25,6.75,5.25,,,7.25,,,,,,,,
574066,28003751,28,1.85,4.75,3.25,,,3.1,,,,,,,,
574067,28003752,28,2.6,7.75,,,3.6,4.75,,,,,,,,
574068,28003753,28,3.5,7.0,,,5.35,6.5,,,,,,,,
574069,28003754,28,3.35,8.5,,,,9.0,8.35,,,,,,25.85,
574070,28003755,28,2.1,6.5,4.25,,,5.6,,,,,,,,
574071,28003756,28,4.75,8.0,,,,,,7.75,4.0,,,,,16.75
574072,28003757,28,3.75,6.25,4.0,,,6.75,,,,,,,,
574073,28003758,28,4.5,7.0,5.0,,,,,,4.5,,14.0,,,16.0
574074,28003759,28,5.0,8.5,,,,9.0,9.25,,,,,,26.75,
574075,28003760,28,2.35,7.75,,,,,5.0,7.0,,,,,,
574076,28003761,28,8.0,7.0,8.5,5.75,,,,,,22.25,,,,
574077,28003762,28,2.35,6.25,4.25,,,7.25,,,,,,,,
574078,28003763,28,3.5,7.25,5.75,,,6.25,,,,,,,,
574079,28003764,28,2.95,7.75,,,4.5,5.75,,,,,,,,
574080,28003765,28,4.0,8.0,,,3.6,4.75,,,,,,,,
574081,28003766,28,2.7,7.25,,,,,9.25,8.5,,,,,,
574082,28003767,28,3.25,7.5,,,,,,5.25,4.25,,,,,15.0
574083,28003768,28,4.5,8.75,,,,8.0,,9.0,,,,,,
574084,28003769,28,4.0,7.75,,,,3.85,,,4.25,,,,,16.0
574085,28003770,28,3.35,8.0,,,3.35,5.5,,,,,,,,
574086,28003771,28,4.5,8.0,,,,,8.25,9.75,,,,,,
574087,28003772,28,4.85,8.5,,,,8.0,7.5,,,,,,24.0,
574088,28003773,28,5.75,8.5,,,,,7.25,9.0,,,,,,
574089,28003774,28,3.35,6.75,5.25,,,6.75,,,,,,,,
574090,28003775,28,1.85,7.5,4.75,,,7.25,,,,,,,,
574091,28003776,28,2.5,5.5,,,2.85,5.0,,,,,,,,
574092,28003777,28,3.6,6.0,,,3.85,4.0,,,,,,,,
574093,28003778,28,5.75,8.0,,,,,7.25,,5.75,,,,,19.5
574094,28003779,28,2.35,7.5,,,4.1,4.85,,,,,,,,
574095,28003780,28,3.85,8.5,,,,5.25,,,4.0,,,,,16.35
574096,28003781,28,6.25,8.25,,,,,,8.25,6.25,,,,,20.75
574097,28003782,28,1.6,6.75,3.6,,,4.85,,,,,,,,
574098,28003783,28,2.85,6.5,,,4.95,5.75,,,,,,,,
574099,28003784,28,2.85,8.0,,,,,5.0,6.1,,,,,,
574100,28003785,28,6.35,8.0,,,,,,8.0,6.0,,,,,20.35
574101,28003786,28,3.35,6.25,5.0,,,4.6,,,,,,,,
574102,28003787,28,3.0,8.0,,,,,4.7,9.25,,,,,,
574103,28003788,28,4.35,8.0,,,,9.25,,,3.25,,,,,15.6
574104,28003789,28,2.2,7.0,,,2.2,4.35,,,,,,,,
574105,28003790,28,2.3,6.5,4.75,,,6.5,,,,,,,,
574106,28003791,28,6.75,6.5,7.75,6.5,,,,,,21.0,,,,
574107,28003792,28,2.7,8.0,,,,,,7.5,3.0,,,,,13.7
574108,28003793,28,4.25,8.25,,,,,6.5,9.25,,,,,,
574109,28003794,28,4.0,6.5,4.0,,,5.45,,,,,,,,
574110,28003795,28,1.2,6.5,4.35,,,4.55,,,,,,,,
574111,28003796,28,4.25,7.5,,,4.25,7.5,,,,,,,,
574112,28003797,28,2.35,7.0,4.75,,,5.1,,,,,,,,
574113,28003798,28,3.25,6.75,6.0,,,7.75,,,,,,,,
574114,28003799,28,3.0,6.5,,,3.85,6.0,,,,,,,,
574115,28003800,28,1.85,5.5,,,4.75,5.25,,,,,,,,
574116,28003801,28,1.5,7.5,,,,5.75,6.25,,,,,,19.5,
574117,28003802,28,2.6,5.75,3.85,,,4.5,,,,,,,,
574118,28003803,28,2.85,7.25,,,5.25,5.75,,,,,,,,
574119,28003804,28,2.95,5.0,,,4.95,6.75,,,,,,,,
574120,28003805,28,3.6,7.0,,,,5.5,6.1,,,,,,18.6,
574121,28003806,28,1.5,7.75,4.85,,,4.35,,,,,,,,
574122,28003807,28,2.75,6.5,,,2.85,3.6,,,,,,,,
574123,28003808,28,3.5,8.0,,,,5.85,,,3.25,,,,,14.75
574124,28003809,28,2.6,7.75,,,,,4.1,7.5,,,,,,
574125,28003810,28,2.25,5.5,,,3.75,5.0,,,,,,,,
574126,28003811,28,2.2,6.5,,,3.6,4.75,,,,,,,,
574127,28003812,28,3.35,7.5,,,,5.0,,,1.75,,,,,12.6
574128,28003813,28,3.35,8.0,,,,8.0,7.5,,,,,,23.5,
574129,28003814,28,1.85,3.25,,,3.0,4.6,,,,,,,,
574130,28003815,28,3.35,6.75,4.85,,,5.6,,,,,,,,
574131,28003816,28,4.5,7.5,,,,7.75,7.0,,,,,,22.25,
574132,28003817,28,2.1,7.5,,,,4.85,5.0,,,,,,17.35,
574133,28003818,28,5.0,8.0,,,,,8.0,,5.75,,,,,18.75
574134,28003819,28,4.75,7.75,,,,6.0,,,3.75,,,,,16.25
574135,28003820,28,2.5,6.0,3.1,,,3.0,,,,,,,,
574136,28003821,28,3.2,7.75,,,3.75,7.1,,,,,,,,
574137,28003822,28,3.6,5.0,3.25,,,5.1,,,,,,,,
574138,28003823,28,3.75,5.0,,,4.25,4.6,,,,,,,,
574139,28003824,28,3.6,6.5,3.75,,,6.5,,,,,,,,
574140,28003825,28,2.25,7.25,,,3.25,4.75,,,,,,,,
574141,28003826,28,1.85,4.0,5.0,,,5.1,,,,,,,,
574142,28003827,28,3.6,5.5,,,4.25,6.75,,,,,,,,
574143,28003828,28,3.1,6.75,3.6,,,5.85,,,,,,,,
574144,28003829,28,2.85,5.5,,,3.5,3.35,,,,,,,,
574145,28003830,28,4.1,9.0,,,,,8.25,8.25,,,,,,
574146,28003831,28,5.0,6.25,,,3.5,7.25,,,,,,,,
574147,28003832,28,1.6,7.25,,,,,4.75,,3.75,,,,,12.6
574148,28003834,28,1.45,7.5,,,4.2,5.75,,,,,,,,
574149,28003835,28,2.75,7.5,,,5.0,5.35,,,,,,,,
574150,28003836,28,4.75,8.5,,,,8.5,9.0,,,,,,26.0,
574151,28003837,28,5.5,8.75,,,,9.75,9.75,,,,,,28.25,
574152,28003838,28,2.35,8.5,,,,6.1,6.35,,,,,,20.95,
574153,28003839,28,2.6,9.0,,,,8.0,5.75,,,,,,22.75,
574154,28003840,28,3.35,6.5,4.25,,,5.5,,,,,,,,
574155,28003841,28,5.75,8.75,,,,7.75,9.0,,,,,,25.5,
574156,28003842,28,4.75,9.0,,,,,,8.75,5.25,,,,,19.0
574157,28003843,28,4.5,7.0,,,,7.5,,,9.25,,,,,20.75
574158,28003844,28,4.6,6.5,,,3.6,5.5,,,,,,,,
574159,28003845,28,2.75,8.5,,,,,5.35,8.75,,,,,,
574160,28003846,28,3.75,8.5,,,,,7.75,8.75,,,,,,
574161,28003847,28,4.25,9.0,,,,8.5,9.25,,,,,,26.75,
574162,28003848,28,3.85,9.0,,,3.8,6.5,,,,,,,,
574163,28003849,28,5.25,7.5,,,,,,7.75,5.25,,,,,18.0
574164,28003850,28,4.5,8.75,,,,7.75,,7.5,,,,,,
574165,28003851,28,4.85,8.0,,,,6.5,6.85,,,,,,21.35,
574166,28003852,28,6.0,7.0,,,4.45,,,,5.75,,,,,18.75
574167,28003853,28,4.75,8.25,,,,6.25,,7.5,,,,,,
574168,28003854,28,3.1,7.0,,,,,4.6,9.25,,,,,,
574169,28003855,28,2.45,7.25,,,,,7.5,6.75,,,,,,
574170,28003856,28,3.0,7.0,5.75,,,7.25,,,,,,,,
574171,28003857,28,3.85,8.0,,,,,,8.0,5.0,,,,,16.85
574172,28003858,28,5.5,8.0,,,,,,8.5,4.25,,,,,17.75
574173,28003859,28,5.0,5.75,,,,5.5,,7.85,,,,,,
574174,28003860,28,4.5,8.25,,,,6.25,5.35,,,,,,19.85,
574175,28003861,28,2.85,8.0,,,,9.75,8.5,,,,,,26.25,
574176,28003862,28,4.75,8.25,,,,7.75,6.6,,,,,,22.6,
574177,28003863,28,4.75,8.75,,,,7.0,8.25,,,,,,24.0,
574178,28003864,28,5.0,9.0,,,,9.0,9.5,,,,,,27.5,
574179,28003865,28,2.0,6.25,3.85,,,3.75,,,,,,,,
574180,28003866,28,5.0,9.0,,,,,9.5,8.75,,,,,,
574181,28003867,28,3.85,5.0,,,3.1,5.5,,,,,,,,
574182,28003868,28,2.45,7.83,,,,,6.6,7.5,,,,,,
574183,28003869,28,4.5,7.5,,3.0,4.35,,,,,,,11.85,,
574184,28003870,28,3.75,7.5,,,,,5.5,5.0,,,,,,
574185,28003871,28,2.5,8.0,,,,,5.5,7.75,,,,,,
574186,28003872,28,5.25,8.25,,,,6.25,,7.75,,,,,,
574187,28003873,28,2.0,7.5,,,2.2,4.35,,,,,,,,
574188,28003874,28,5.75,8.5,5.35,,,9.0,,,,,,,,
574189,28003875,28,1.75,6.0,4.5,,,5.1,,,,,,,,
574190,28003876,28,2.85,4.75,5.5,,,5.25,,,,,,,,
574191,28003877,28,3.7,7.0,,,,,6.0,6.25,,,,,,
574192,28003878,28,2.35,6.0,2.8,,,5.75,,,,,,,,
574193,28003879,28,2.45,7.0,4.25,,,7.0,,,,,,,,
574194,28003880,28,2.85,7.0,,,,,4.75,7.5,,,,,,
574195,28003881,28,2.75,7.0,,,3.95,6.6,,,,,,,,
574196,28003882,28,2.35,6.5,,,3.85,4.35,,,,,,,,
574197,28003883,28,3.25,7.75,,,,6.6,7.75,,,,,,22.1,
574198,28003884,28,2.1,8.0,,,,8.25,6.5,,,,,,22.75,
574199,28003885,28,4.75,8.5,,,,7.0,7.0,,,,,,22.5,
574200,28003886,28,4.0,8.25,,,,,5.6,8.25,,,,,,
574201,28003887,28,3.6,7.75,,,,4.5,,,4.25,,,,,15.6
574202,28003888,28,2.85,7.5,5.1,,,6.25,,,,,,,,
574203,28003889,28,3.6,6.5,5.5,,,7.25,,,,,,,,
574204,28003890,28,3.0,6.5,,,,,6.75,7.25,,,,,,
574205,28003891,28,2.7,5.75,3.75,,,5.75,,,,,,,,
574206,28003892,28,3.25,7.5,,,,,4.25,8.25,,,,,,
574207,28003893,28,3.75,6.0,3.0,,,5.5,,,,,,,,
574208,28003894,28,1.6,6.0,4.35,,,7.5,,,,,,,,
574209,28003895,28,3.6,7.75,4.75,,,6.75,,,,,,,,
574210,28003896,28,0.55,5.0,4.5,,,5.0,,,,,,,,
574211,28003897,28,5.0,8.25,,,,8.75,,,6.0,,,,,19.25
574212,28003898,28,3.0,6.25,,,4.25,4.85,,,,,,,,
574213,28003899,28,2.75,6.5,3.1,,,4.5,,,,,,,,
574214,28003900,28,8.0,6.0,7.5,5.5,,,,,,21.0,,,,
574215,28003901,28,3.35,7.75,,,,,5.75,7.25,,,,,,
574216,28003902,28,4.5,7.0,,,,7.35,5.1,,,,,,19.45,
574217,28003903,28,2.6,8.75,,,2.7,5.6,,,,,,,,
574218,28003904,28,4.35,6.5,,,5.0,6.1,,,,,,,,
574219,28003905,28,2.45,5.25,4.5,,,5.35,,,,,,,,
574220,28003906,28,3.5,6.75,,,4.0,5.0,,,,,,,,
574221,28003907,28,3.85,6.5,2.35,,,5.5,,,,,,,,
574222,28003908,28,3.35,8.0,,,,,4.85,7.5,,,,,,
574223,28003909,28,4.5,8.25,,,,4.1,,,4.75,,,,,17.5
574224,28003910,28,1.95,8.0,,,,,,7.75,5.5,,,,,15.45
574225,28003912,28,4.25,9.0,,,,8.5,,8.75,,,,,,
574226,28003913,28,3.85,8.25,,,,6.75,7.25,,,,,,22.25,
574227,28003914,28,6.25,8.75,,,,6.75,,,5.0,,,,,20.0
574228,28003915,28,3.5,5.75,,,4.5,5.75,,,,,,,,
574229,28003916,28,2.0,3.75,3.85,,,4.75,,,,,,,,
574230,28003917,28,3.1,6.0,4.5,,,4.5,,,,,,,,
574231,28003918,28,6.1,6.25,6.6,4.1,,,,,,16.799999999999997,,,,
574232,28003919,28,3.2,7.25,,,,,5.6,8.25,,,,,,
574233,28003920,28,2.1,5.25,3.1,,,3.7,,,,,,,,
574234,28003921,28,6.75,7.5,,,5.1,,,,5.25,,,,,19.5
574235,28003922,28,6.5,8.0,,,,4.7,,,6.5,,,,,21.0
574236,28003923,28,1.95,7.0,4.25,,,5.6,,,,,,,,
574237,28003924,28,3.2,8.5,,,,6.5,7.0,,,,,,22.0,
574238,28003925,28,3.7,5.75,4.5,,,7.25,,,,,,,,
574239,28003926,28,3.25,6.25,4.5,,,7.5,,,,,,,,
574240,28003927,28,4.0,8.25,5.1,,,6.75,,,,,,,,
574241,28003928,28,7.5,6.25,9.5,,,,,,6.0,,23.0,,,19.75
